Start Date,D,T,Energy,Energy_lag1,T_Out
1/12/2016 3:10,2,2,760,2160,4.919444444
1/12/2016 6:10,3,3,1100,760,5.013888889
1/12/2016 9:10,4,4,1980,1100,5.927777778
1/12/2016 12:10,5,5,2840,1980,7.147222222
1/12/2016 15:10,6,6,1800,2840,6.275
1/12/2016 18:10,7,7,970,1800,4.763888889
1/12/2016 21:10,8,8,730,970,5.385294118
1/13/2016 0:00,1,9,780,730,5.465789474
1/13/2016 3:10,2,10,700,780,5.269444444
1/13/2016 6:10,3,11,2410,700,5.033333333
1/13/2016 9:10,4,12,1720,2410,5.361111111
1/13/2016 12:10,5,13,730,1720,6.191666667
1/13/2016 15:10,6,14,1370,730,5.394444444
1/13/2016 18:10,7,15,3450,1370,3.063888889
1/13/2016 21:10,8,16,2810,3450,2.935294118
1/14/2016 0:00,1,17,810,2810,2.905263158
1/14/2016 3:10,2,18,750,810,3.338888889
1/14/2016 6:10,3,19,2640,750,3.291666667
1/14/2016 9:10,4,20,5830,2640,2.144444444
1/14/2016 12:10,5,21,2690,5830,4.472222222
1/14/2016 15:10,6,22,4600,2690,4.972222222
1/14/2016 18:10,7,23,3390,4600,3.869444444
1/14/2016 21:10,8,24,1090,3390,2.435294118
1/15/2016 0:00,1,25,940,1090,0.513157895
1/15/2016 3:10,2,26,880,940,2.702777778
1/15/2016 6:10,3,27,2340,880,3.2
1/15/2016 9:10,4,28,2400,2340,3.530555556
1/15/2016 12:10,5,29,2820,2400,4.088888889
1/15/2016 15:10,6,30,1290,2820,2.488888889
1/15/2016 18:10,7,31,4460,1290,2.497222222
1/15/2016 21:10,8,32,2920,4460,2.405882353
1/16/2016 0:00,1,33,870,2920,2.092105263
1/16/2016 3:10,2,34,810,870,0.705555556
1/16/2016 6:10,3,35,2650,810,1.055555556
1/16/2016 9:10,4,36,1110,2650,2.927777778
1/16/2016 12:10,5,37,1410,1110,5.563888889
1/16/2016 15:10,6,38,3500,1410,3.108333333
1/16/2016 18:10,7,39,5730,3500,1.358333333
1/16/2016 21:10,8,40,1960,5730,0.661764706
1/17/2016 0:00,1,41,880,1960,0.734210526
1/17/2016 3:10,2,42,870,880,0.5
1/17/2016 6:10,3,43,4220,870,-0.2
1/17/2016 9:10,4,44,4060,4220,0.855555556
1/17/2016 12:10,5,45,2540,4060,2.902777778
1/17/2016 15:10,6,46,3730,2540,1.441666667
1/17/2016 18:10,7,47,3010,3730,-1.136111111
1/17/2016 21:10,8,48,1240,3010,-2.114705882
1/18/2016 0:00,1,49,820,1240,-3.557894737
1/18/2016 3:10,2,50,740,820,-4.097222222
1/18/2016 6:10,3,51,860,740,-4.522222222
1/18/2016 9:10,4,52,730,860,-2.741666667
1/18/2016 12:10,5,53,740,730,-0.838888889
1/18/2016 15:10,6,54,670,740,-1.011111111
1/18/2016 18:10,7,55,6890,670,-2.527777778
1/18/2016 21:10,8,56,2080,6890,-4.244117647
1/19/2016 0:00,1,57,800,2080,-4.468421053
1/19/2016 3:10,2,58,740,800,-4.233333333
1/19/2016 6:10,3,59,780,740,-4.444444444
1/19/2016 9:10,4,60,680,780,-3.025
1/19/2016 12:10,5,61,720,680,0.041666667
1/19/2016 15:10,6,62,1220,720,-0.219444444
1/19/2016 18:10,7,63,5890,1220,-3.052777778
1/19/2016 21:10,8,64,1160,5890,-4.005882353
1/20/2016 0:00,1,65,710,1160,-4.790350877
1/20/2016 3:10,2,66,750,710,-4.268518519
1/20/2016 6:10,3,67,2020,750,-2.577777778
1/20/2016 9:10,4,68,1610,2020,-1.713888889
1/20/2016 12:10,5,69,1320,1610,-0.041666667
1/20/2016 15:10,6,70,2020,1320,0.402777778
1/20/2016 18:10,7,71,5750,2020,0.038888889
1/20/2016 21:10,8,72,2300,5750,0.255882353
1/21/2016 0:00,1,73,880,2300,-1.094736842
1/21/2016 3:10,2,74,850,880,-1.172222222
1/21/2016 6:10,3,75,740,850,-2.675
1/21/2016 9:10,4,76,960,740,-0.336111111
1/21/2016 12:10,5,77,1740,960,3.886111111
1/21/2016 15:10,6,78,750,1740,2.977777778
1/21/2016 18:10,7,79,5880,750,-0.211111111
1/21/2016 21:10,8,80,1540,5880,0.091176471
1/22/2016 0:00,1,81,720,1540,-0.3
1/22/2016 3:10,2,82,700,720,-0.944444444
1/22/2016 6:10,3,83,1100,700,-0.858333333
1/22/2016 9:10,4,84,1520,1100,0.944444444
1/22/2016 12:10,5,85,640,1520,3.494444444
1/22/2016 15:10,6,86,680,640,3.136111111
1/22/2016 18:10,7,87,640,680,3.597222222
1/22/2016 21:10,8,88,580,640,3.958823529
1/23/2016 0:00,1,89,690,580,4.768421053
1/23/2016 3:10,2,90,690,690,5.222222222
1/23/2016 6:10,3,91,1270,690,5.741666667
1/23/2016 9:10,4,92,2410,1270,6.2
1/23/2016 12:10,5,93,2890,2410,7.236111111
1/23/2016 15:10,6,94,2400,2890,6.380555556
1/23/2016 18:10,7,95,1710,2400,5.908333333
1/23/2016 21:10,8,96,1340,1710,5.464705882
1/24/2016 0:00,1,97,700,1340,5.281578947
1/24/2016 3:10,2,98,680,700,6.038888889
1/24/2016 6:10,3,99,4980,680,6.261111111
1/24/2016 9:10,4,100,5210,4980,6.533333333
1/24/2016 12:10,5,101,4720,5210,7.252777778
1/24/2016 15:10,6,102,1350,4720,7.886111111
1/24/2016 18:10,7,103,2310,1350,7.986111111
1/24/2016 21:10,8,104,1690,2310,8.014705882
1/25/2016 0:00,1,105,870,1690,8.1
1/25/2016 3:10,2,106,820,870,7.819444444
1/25/2016 6:10,3,107,820,820,6.838888889
1/25/2016 9:10,4,108,750,820,9.866666667
1/25/2016 12:10,5,109,830,750,12.46111111
1/25/2016 15:10,6,110,830,830,11.48333333
1/25/2016 18:10,7,111,2580,830,9.741666667
1/25/2016 21:10,8,112,1970,2580,10.05
1/26/2016 0:00,1,113,1760,1970,9.578947368
1/26/2016 3:10,2,114,750,1760,8.397222222
1/26/2016 6:10,3,115,1240,750,8.763888889
1/26/2016 9:10,4,116,710,1240,9.661111111
1/26/2016 12:10,5,117,730,710,10.70277778
1/26/2016 15:10,6,118,730,730,10.03888889
1/26/2016 18:10,7,119,1820,730,9.669444444
1/26/2016 21:10,8,120,2530,1820,9.6
1/27/2016 0:00,1,121,740,2530,9.936842105
1/27/2016 3:10,2,122,660,740,10.13888889
1/27/2016 6:10,3,123,1190,660,9.969444444
1/27/2016 9:10,4,124,1350,1190,10.12777778
1/27/2016 12:10,5,125,680,1350,11.13055556
1/27/2016 15:10,6,126,640,680,10.85277778
1/27/2016 18:10,7,127,680,640,9.816666667
1/27/2016 21:10,8,128,630,680,9.770588235
1/28/2016 0:00,1,129,740,630,9.715789474
1/28/2016 3:10,2,130,690,740,7.775
1/28/2016 6:10,3,131,610,690,5.394444444
1/28/2016 9:10,4,132,700,610,5.383333333
1/28/2016 12:10,5,133,720,700,7.197222222
1/28/2016 15:10,6,134,650,720,5.691666667
1/28/2016 18:10,7,135,650,650,2.575
1/28/2016 21:10,8,136,640,650,2.841176471
1/29/2016 0:00,1,137,730,640,3.355263158
1/29/2016 3:10,2,138,640,730,4.277777778
1/29/2016 6:10,3,139,680,640,4.794444444
1/29/2016 9:10,4,140,620,680,6.408333333
1/29/2016 12:10,5,141,690,620,8.075
1/29/2016 15:10,6,142,880,690,8.563888889
1/29/2016 18:10,7,143,1510,880,8.991666667
1/29/2016 21:10,8,144,1170,1510,9.064705882
1/30/2016 0:00,1,145,760,1170,8.986842105
1/30/2016 3:10,2,146,690,760,8.836111111
1/30/2016 6:10,3,147,730,690,8.452777778
1/30/2016 9:10,4,148,1090,730,8.533333333
1/30/2016 12:10,5,149,4450,1090,6.858333333
1/30/2016 15:10,6,150,5660,4450,6.052777778
1/30/2016 18:10,7,151,4270,5660,3.713888889
1/30/2016 21:10,8,152,1140,4270,3.629411765
1/31/2016 0:00,1,153,820,1140,4.060526316
1/31/2016 3:10,2,154,760,820,4.286111111
1/31/2016 6:10,3,155,1420,760,4.575
1/31/2016 9:10,4,156,4240,1420,5.811111111
1/31/2016 12:10,5,157,4040,4240,7.194444444
1/31/2016 15:10,6,158,2730,4040,8.85
1/31/2016 18:10,7,159,3500,2730,11.50833333
1/31/2016 21:10,8,160,1130,3500,11.5
2/1/2016 0:00,1,161,820,1130,11.35
2/1/2016 3:10,2,162,830,820,10.88333333
2/1/2016 6:10,3,163,1770,830,10.57777778
2/1/2016 9:10,4,164,3570,1770,11.15833333
2/1/2016 12:10,5,165,5730,3570,11.39166667
2/1/2016 15:10,6,166,4790,5730,11.29444444
2/1/2016 18:10,7,167,3430,4790,10.71944444
2/1/2016 21:10,8,168,1510,3430,10.21470588
2/2/2016 0:00,1,169,980,1510,10.25526316
2/2/2016 3:10,2,170,820,980,9.766666667
2/2/2016 6:10,3,171,1360,820,9.163888889
2/2/2016 9:10,4,172,1270,1360,8.766666667
2/2/2016 12:10,5,173,1340,1270,8.152777778
2/2/2016 15:10,6,174,1190,1340,7.394444444
2/2/2016 18:10,7,175,2930,1190,6.858333333
2/2/2016 21:10,8,176,1330,2930,5.794117647
2/3/2016 0:00,1,177,1190,1330,4.760526316
2/3/2016 3:10,2,178,1000,1190,4.6
2/3/2016 6:10,3,179,1820,1000,4.216666667
2/3/2016 9:10,4,180,4000,1820,4.888888889
2/3/2016 12:10,5,181,2520,4000,6.005555556
2/3/2016 15:10,6,182,3860,2520,5.197222222
2/3/2016 18:10,7,183,3260,3860,5.169444444
2/3/2016 21:10,8,184,1490,3260,4.226470588
2/4/2016 0:00,1,185,830,1490,2.189473684
2/4/2016 3:10,2,186,740,830,2.102777778
2/4/2016 6:10,3,187,910,740,3.619444444
2/4/2016 9:10,4,188,2010,910,4.980555556
2/4/2016 12:10,5,189,3160,2010,8.455555556
2/4/2016 15:10,6,190,1700,3160,9.8
2/4/2016 18:10,7,191,3290,1700,8.169444444
2/4/2016 21:10,8,192,1810,3290,6.526470588
2/5/2016 0:00,1,193,810,1810,7.352631579
2/5/2016 3:10,2,194,760,810,8.602777778
2/5/2016 6:10,3,195,820,760,8.766666667
2/5/2016 9:10,4,196,950,820,9.294444444
2/5/2016 12:10,5,197,920,950,9.8
2/5/2016 15:10,6,198,1090,920,9.866666667
2/5/2016 18:10,7,199,2760,1090,9.305555556
2/5/2016 21:10,8,200,900,2760,8.873529412
2/6/2016 0:00,1,201,890,900,9.2
2/6/2016 3:10,2,202,770,890,8.969444444
2/6/2016 6:10,3,203,830,770,8.122222222
2/6/2016 9:10,4,204,900,830,8.830555556
2/6/2016 12:10,5,205,1200,900,10.46944444
2/6/2016 15:10,6,206,3930,1200,10.71388889
2/6/2016 18:10,7,207,2120,3930,10.80555556
2/6/2016 21:10,8,208,1340,2120,11.00294118
2/7/2016 0:00,1,209,800,1340,11.13684211
2/7/2016 3:10,2,210,760,800,8.994444444
2/7/2016 6:10,3,211,810,760,7.1
2/7/2016 9:10,4,212,950,810,7.288888889
2/7/2016 12:10,5,213,950,950,8.230555556
2/7/2016 15:10,6,214,1810,950,8.202777778
2/7/2016 18:10,7,215,3480,1810,7.322222222
2/7/2016 21:10,8,216,1870,3480,7.638235294
2/8/2016 0:00,1,217,870,1870,7.794736842
2/8/2016 3:10,2,218,760,870,7.861111111
2/8/2016 6:10,3,219,1010,760,8.755555556
2/8/2016 9:10,4,220,4130,1010,8.161111111
2/8/2016 12:10,5,221,4600,4130,8.222222222
2/8/2016 15:10,6,222,5030,4600,7.980555556
2/8/2016 18:10,7,223,3660,5030,7.794444444
2/8/2016 21:10,8,224,1160,3660,7.241176471
2/9/2016 0:00,1,225,850,1160,6.286842105
2/9/2016 3:10,2,226,790,850,6.208333333
2/9/2016 6:10,3,227,900,790,6.266666667
2/9/2016 9:10,4,228,3390,900,5.305555556
2/9/2016 12:10,5,229,3980,3390,4.730555556
2/9/2016 15:10,6,230,2590,3980,3.866666667
2/9/2016 18:10,7,231,3850,2590,3.686111111
2/9/2016 21:10,8,232,1760,3850,3.417647059
2/10/2016 0:00,1,233,1330,1760,3.231578947
2/10/2016 3:10,2,234,1190,1330,2.658333333
2/10/2016 6:10,3,235,1320,1190,2.866666667
2/10/2016 9:10,4,236,1670,1320,4.783333333
2/10/2016 12:10,5,237,1410,1670,5.277777778
2/10/2016 15:10,6,238,1710,1410,5.811111111
2/10/2016 18:10,7,239,3560,1710,4.841666667
2/10/2016 21:10,8,240,1690,3560,4.458823529
2/11/2016 0:00,1,241,970,1690,3.821052632
2/11/2016 3:10,2,242,820,970,2.352777778
2/11/2016 6:10,3,243,1290,820,1.722222222
2/11/2016 9:10,4,244,2090,1290,3.936111111
2/11/2016 12:10,5,245,1980,2090,5.252777778
2/11/2016 15:10,6,246,2600,1980,4.972222222
2/11/2016 18:10,7,247,4040,2600,3.205555556
2/11/2016 21:10,8,248,1510,4040,2.997058824
2/12/2016 0:00,1,249,1040,1510,2.731578947
2/12/2016 3:10,2,250,920,1040,1.958333333
2/12/2016 6:10,3,251,990,920,2.533333333
2/12/2016 9:10,4,252,3200,990,3.608333333
2/12/2016 12:10,5,253,5190,3200,5.2
2/12/2016 15:10,6,254,2160,5190,5.147222222
2/12/2016 18:10,7,255,2320,2160,2.747222222
2/12/2016 21:10,8,256,1150,2320,1.729411765
2/13/2016 0:00,1,257,980,1150,0.613157895
2/13/2016 3:10,2,258,890,980,0.772222222
2/13/2016 6:10,3,259,920,890,1.172222222
2/13/2016 9:10,4,260,3080,920,2.577777778
2/13/2016 12:10,5,261,2130,3080,3.188888889
2/13/2016 15:10,6,262,1450,2130,3.694444444
2/13/2016 18:10,7,263,3370,1450,3.461111111
2/13/2016 21:10,8,264,1020,3370,3.064705882
2/14/2016 0:00,1,265,1000,1020,2.736842105
2/14/2016 3:10,2,266,1000,1000,2.594444444
2/14/2016 6:10,3,267,1440,1000,2.433333333
2/14/2016 9:10,4,268,2280,1440,2.730555556
2/14/2016 12:10,5,269,2210,2280,3.291666667
2/14/2016 15:10,6,270,1950,2210,2.988888889
2/14/2016 18:10,7,271,3300,1950,2.730555556
2/14/2016 21:10,8,272,1570,3300,2.329411765
2/15/2016 0:00,1,273,1050,1570,2.486842105
2/15/2016 3:10,2,274,980,1050,2.4
2/15/2016 6:10,3,275,1480,980,1.838888889
2/15/2016 9:10,4,276,3600,1480,3.347222222
2/15/2016 12:10,5,277,3520,3600,5.283333333
2/15/2016 15:10,6,278,1030,3520,4.944444444
2/15/2016 18:10,7,279,3930,1030,1.763888889
2/15/2016 21:10,8,280,1360,3930,-0.261764706
2/16/2016 0:00,1,281,890,1360,-1.063157895
2/16/2016 3:10,2,282,740,890,-2.572222222
2/16/2016 6:10,3,283,2610,740,-2.913888889
2/16/2016 9:10,4,284,3290,2610,0.888888889
2/16/2016 12:10,5,285,1210,3290,3.977777778
2/16/2016 15:10,6,286,940,1210,3.947222222
2/16/2016 18:10,7,287,2530,940,0.247222222
2/16/2016 21:10,8,288,1210,2530,-1.855882353
2/17/2016 0:00,1,289,1030,1210,-3.068421053
2/17/2016 3:10,2,290,1030,1030,-3.038888889
2/17/2016 6:10,3,291,1070,1030,-3.936111111
2/17/2016 9:10,4,292,1280,1070,0.019444444
2/17/2016 12:10,5,293,1160,1280,3.036111111
2/17/2016 15:10,6,294,1320,1160,2.719444444
2/17/2016 18:10,7,295,1660,1320,0.672222222
2/17/2016 21:10,8,296,1070,1660,-0.223529412
2/18/2016 0:00,1,297,970,1070,-0.373684211
2/18/2016 3:10,2,298,850,970,-1.052777778
2/18/2016 6:10,3,299,1300,850,-0.027777778
2/18/2016 9:10,4,300,3030,1300,1.627777778
2/18/2016 12:10,5,301,1260,3030,3.361111111
2/18/2016 15:10,6,302,1200,1260,3.047222222
2/18/2016 18:10,7,303,2370,1200,1.886111111
2/18/2016 21:10,8,304,1080,2370,0.941176471
2/19/2016 0:00,1,305,830,1080,0.273684211
2/19/2016 3:10,2,306,740,830,0.622222222
2/19/2016 6:10,3,307,1310,740,-0.733333333
2/19/2016 9:10,4,308,4770,1310,2.866666667
2/19/2016 12:10,5,309,3860,4770,6.436111111
2/19/2016 15:10,6,310,3620,3860,6.680555556
2/19/2016 18:10,7,311,1310,3620,4.358333333
2/19/2016 21:10,8,312,710,1310,5.067647059
2/20/2016 0:00,1,313,790,710,5.789473684
2/20/2016 3:10,2,314,770,790,5.758333333
2/20/2016 6:10,3,315,810,770,7.111111111
2/20/2016 9:10,4,316,3200,810,8.644444444
2/20/2016 12:10,5,317,3650,3200,9.655555556
2/20/2016 15:10,6,318,1470,3650,9.655555556
2/20/2016 18:10,7,319,2740,1470,10.1
2/20/2016 21:10,8,320,1080,2740,10.92058824
2/21/2016 0:00,1,321,860,1080,10.43684211
2/21/2016 3:10,2,322,850,860,10.1
2/21/2016 6:10,3,323,830,850,10.53055556
2/21/2016 9:10,4,324,1290,830,10.825
2/21/2016 12:10,5,325,1650,1290,11.34444444
2/21/2016 15:10,6,326,1930,1650,11.93055556
2/21/2016 18:10,7,327,4200,1930,11.1
2/21/2016 21:10,8,328,1150,4200,10.53529412
2/22/2016 0:00,1,329,1070,1150,9.965789474
2/22/2016 3:10,2,330,930,1070,10.02777778
2/22/2016 6:10,3,331,1100,930,9.486111111
2/22/2016 9:10,4,332,2950,1100,9.352777778
2/22/2016 12:10,5,333,1740,2950,10.34722222
2/22/2016 15:10,6,334,1540,1740,7.011111111
2/22/2016 18:10,7,335,2890,1540,5.475
2/22/2016 21:10,8,336,1230,2890,5.026470588
2/23/2016 0:00,1,337,1120,1230,4.005263158
2/23/2016 3:10,2,338,1020,1120,3.713888889
2/23/2016 6:10,3,339,970,1020,3.897222222
2/23/2016 9:10,4,340,2460,970,5.6
2/23/2016 12:10,5,341,1680,2460,6.588888889
2/23/2016 15:10,6,342,1700,1680,5.686111111
2/23/2016 18:10,7,343,2720,1700,3.672222222
2/23/2016 21:10,8,344,1100,2720,1.252941176
2/24/2016 0:00,1,345,890,1100,-0.044736842
2/24/2016 3:10,2,346,860,890,-1.127777778
2/24/2016 6:10,3,347,900,860,-2.022222222
2/24/2016 9:10,4,348,1180,900,3.369444444
2/24/2016 12:10,5,349,2010,1180,6.158333333
2/24/2016 15:10,6,350,1950,2010,5.955555556
2/24/2016 18:10,7,351,1980,1950,2.886111111
2/24/2016 21:10,8,352,1460,1980,1.061764706
2/25/2016 0:00,1,353,900,1460,0.668421053
2/25/2016 3:10,2,354,800,900,-0.022222222
2/25/2016 6:10,3,355,1500,800,-0.247222222
2/25/2016 9:10,4,356,4370,1500,3.758333333
2/25/2016 12:10,5,357,4510,4370,5.577777778
2/25/2016 15:10,6,358,1830,4510,4.713888889
2/25/2016 18:10,7,359,3040,1830,2.741666667
2/25/2016 21:10,8,360,1060,3040,2.076470588
2/26/2016 0:00,1,361,800,1060,1.768421053
2/26/2016 3:10,2,362,790,800,1.069444444
2/26/2016 6:10,3,363,1590,790,1.097222222
2/26/2016 9:10,4,364,2960,1590,3.222222222
2/26/2016 12:10,5,365,3220,2960,5.433333333
2/26/2016 15:10,6,366,940,3220,5.341666667
2/26/2016 18:10,7,367,2230,940,3.852777778
2/26/2016 21:10,8,368,1020,2230,2.902941176
2/27/2016 0:00,1,369,820,1020,2.015789474
2/27/2016 3:10,2,370,780,820,1.258333333
2/27/2016 6:10,3,371,930,780,0.597222222
2/27/2016 9:10,4,372,2470,930,3.652777778
2/27/2016 12:10,5,373,2740,2470,5.891666667
2/27/2016 15:10,6,374,1140,2740,5.869444444
2/27/2016 18:10,7,375,1780,1140,3.380555556
2/27/2016 21:10,8,376,1330,1780,1.805882353
2/28/2016 0:00,1,377,930,1330,0.768421053
2/28/2016 3:10,2,378,860,930,0.083333333
2/28/2016 6:10,3,379,930,860,-0.130555556
2/28/2016 9:10,4,380,1040,930,2.605555556
2/28/2016 12:10,5,381,890,1040,5.477777778
2/28/2016 15:10,6,382,860,890,5.552777778
2/28/2016 18:10,7,383,1130,860,3.844444444
2/28/2016 21:10,8,384,1060,1130,2.229411765
2/29/2016 0:00,1,385,960,1060,1.4
2/29/2016 3:10,2,386,800,960,0.238888889
2/29/2016 6:10,3,387,2000,800,0.036111111
2/29/2016 9:10,4,388,4000,2000,3.019444444
2/29/2016 12:10,5,389,5780,4000,5.411111111
2/29/2016 15:10,6,390,4770,5780,5.722222222
2/29/2016 18:10,7,391,3090,4770,1.991666667
2/29/2016 21:10,8,392,1230,3090,-0.711764706
3/1/2016 0:00,1,393,970,1230,-2.007894737
3/1/2016 3:10,2,394,740,970,-2.627777778
3/1/2016 6:10,3,395,1170,740,-0.363888889
3/1/2016 9:10,4,396,1310,1170,2.469444444
3/1/2016 12:10,5,397,1580,1310,3.755555556
3/1/2016 15:10,6,398,890,1580,4.827777778
3/1/2016 18:10,7,399,2710,890,6.330555556
3/1/2016 21:10,8,400,1050,2710,7.779411765
3/2/2016 0:00,1,401,830,1050,8.239473684
3/2/2016 3:10,2,402,800,830,7.541666667
3/2/2016 6:10,3,403,1690,800,6.422222222
3/2/2016 9:10,4,404,2310,1690,6.375
3/2/2016 12:10,5,405,1270,2310,7.997222222
3/2/2016 15:10,6,406,2020,1270,5.433333333
3/2/2016 18:10,7,407,3280,2020,2.805555556
3/2/2016 21:10,8,408,1160,3280,2.352941176
3/3/2016 0:00,1,409,840,1160,2.25
3/3/2016 3:10,2,410,800,840,3.305555556
3/3/2016 6:10,3,411,970,800,3.497222222
3/3/2016 9:10,4,412,1560,970,4.044444444
3/3/2016 12:10,5,413,2990,1560,6.566666667
3/3/2016 15:10,6,414,2000,2990,7.188888889
3/3/2016 18:10,7,415,1700,2000,3.472222222
3/3/2016 21:10,8,416,950,1700,1.782352941
3/4/2016 0:00,1,417,910,950,3.581578947
3/4/2016 3:10,2,418,790,910,3.963888889
3/4/2016 6:10,3,419,800,790,3.903571429
3/4/2016 9:10,4,420,780,800,4.289285714
3/4/2016 12:10,5,421,2980,780,5.059920635
3/4/2016 15:10,6,422,3760,2980,6.847222222
3/4/2016 18:10,7,423,2360,3760,3.361111111
3/4/2016 21:10,8,424,1350,2360,1.470588235
3/5/2016 0:00,1,425,850,1350,0.489473684
3/5/2016 3:10,2,426,770,850,0.297222222
3/5/2016 6:10,3,427,800,770,1.233333333
3/5/2016 9:10,4,428,1140,800,2.908333333
3/5/2016 12:10,5,429,2430,1140,5.088888889
3/5/2016 15:10,6,430,3630,2430,6.213888889
3/5/2016 18:10,7,431,2280,3630,2.761111111
3/5/2016 21:10,8,432,1260,2280,3.158823529
3/6/2016 0:00,1,433,800,1260,3.355263158
3/6/2016 3:10,2,434,790,800,2.902777778
3/6/2016 6:10,3,435,760,790,2.813888889
3/6/2016 9:10,4,436,1140,760,2.930555556
3/6/2016 12:10,5,437,1380,1140,4.258333333
3/6/2016 15:10,6,438,1800,1380,2.830555556
3/6/2016 18:10,7,439,4570,1800,2.130555556
3/6/2016 21:10,8,440,1680,4570,0.726470588
3/7/2016 0:00,1,441,820,1680,0.236842105
3/7/2016 3:10,2,442,730,820,0.136111111
3/7/2016 6:10,3,443,1420,730,0.336111111
3/7/2016 9:10,4,444,6340,1420,1.919444444
3/7/2016 12:10,5,445,4560,6340,4.127777778
3/7/2016 15:10,6,446,2800,4560,3.377777778
3/7/2016 18:10,7,447,2580,2800,2.016666667
3/7/2016 21:10,8,448,1290,2580,0.802941176
3/8/2016 0:00,1,449,1070,1290,0.578947368
3/8/2016 3:10,2,450,800,1070,-0.163888889
3/8/2016 6:10,3,451,880,800,-0.227777778
3/8/2016 9:10,4,452,830,880,3.175
3/8/2016 12:10,5,453,1810,830,6.391666667
3/8/2016 15:10,6,454,920,1810,6.638888889
3/8/2016 18:10,7,455,3390,920,5.241666667
3/8/2016 21:10,8,456,1070,3390,4.605882353
3/9/2016 0:00,1,457,850,1070,4.444736842
3/9/2016 3:10,2,458,780,850,3.855555556
3/9/2016 6:10,3,459,1910,780,4.036111111
3/9/2016 9:10,4,460,2070,1910,5.488888889
3/9/2016 12:10,5,461,1300,2070,6.830555556
3/9/2016 15:10,6,462,1890,1300,6.511111111
3/9/2016 18:10,7,463,2470,1890,5.641666667
3/9/2016 21:10,8,464,1230,2470,4.632352941
3/10/2016 0:00,1,465,1010,1230,2.323684211
3/10/2016 3:10,2,466,780,1010,0.5
3/10/2016 6:10,3,467,820,780,0.047222222
3/10/2016 9:10,4,468,1600,820,5.483333333
3/10/2016 12:10,5,469,1170,1600,9.405555556
3/10/2016 15:10,6,470,2990,1170,9.716666667
3/10/2016 18:10,7,471,3910,2990,6.411111111
3/10/2016 21:10,8,472,1100,3910,3.238235294
3/11/2016 0:00,1,473,880,1100,1.276315789
3/11/2016 3:10,2,474,840,880,-0.119444444
3/11/2016 6:10,3,475,1910,840,-0.261111111
3/11/2016 9:10,4,476,1460,1910,4.205555556
3/11/2016 12:10,5,477,910,1460,8.727777778
3/11/2016 15:10,6,478,890,910,9.269444444
3/11/2016 18:10,7,479,2280,890,6.919444444
3/11/2016 21:10,8,480,1060,2280,5.014705882
3/12/2016 0:00,1,481,830,1060,3.65
3/12/2016 3:10,2,482,800,830,0.986111111
3/12/2016 6:10,3,483,900,800,-0.108333333
3/12/2016 9:10,4,484,1680,900,4.458333333
3/12/2016 12:10,5,485,2750,1680,8.616666667
3/12/2016 15:10,6,486,1430,2750,9.555555556
3/12/2016 18:10,7,487,3930,1430,6
3/12/2016 21:10,8,488,1880,3930,3.047058824
3/13/2016 0:00,1,489,950,1880,0.873684211
3/13/2016 3:10,2,490,920,950,-0.713888889
3/13/2016 6:10,3,491,1000,920,-0.611111111
3/13/2016 9:10,4,492,1660,1000,3.605555556
3/13/2016 12:10,5,493,1100,1660,8.263888889
3/13/2016 15:10,6,494,1140,1100,9.402777778
3/13/2016 18:10,7,495,2030,1140,6.347222222
3/13/2016 21:10,8,496,980,2030,4.317647059
3/14/2016 0:00,1,497,810,980,1.823684211
